date,family,quantity
2017-02-01,HOME APPLIANCES,47.0
2017-02-01,HOME CARE,20958.0
2017-02-01,LADIESWEAR,896.0
2017-02-01,LAWN AND GARDEN,1235.0
2017-02-01,LINGERIE,615.0
2017-02-01,"LIQUOR,WINE,BEER",8639.0
2017-02-01,MAGAZINES,608.0
2017-02-01,MEATS,27777.47187
2017-02-01,PERSONAL CARE,18303.0
2017-02-01,PET SUPPLIES,1040.0
2017-02-01,PLAYERS AND ELECTRONICS,1093.0
2017-02-01,POULTRY,40057.833
2017-02-01,PREPARED FOODS,14559.79298
2017-02-01,PRODUCE,293216.568
2017-02-01,SCHOOL AND OFFICE SUPPLIES,264.0
2017-02-01,SEAFOOD,3420.940001
2017-03-01,AUTOMOTIVE,541.0
2017-03-01,BEAUTY,409.0
2017-03-01,BEVERAGES,354731.0
2017-03-01,BOOKS,38.0
2017-03-01,BREAD/BAKERY,57393.117
2017-03-01,CELEBRATION,1147.0
2017-03-01,CLEANING,82048.0
2017-03-01,DAIRY,94740.0
2017-03-01,DELI,19577.078
2017-03-01,EGGS,20892.0
2017-03-01,FROZEN FOODS,13456.32
2017-03-01,GROCERY I,343473.0
2017-03-01,GROCERY II,2561.0
2017-03-01,HARDWARE,146.0
2017-03-01,HOME AND KITCHEN I,2835.0
2017-03-01,HOME AND KITCHEN II,4343.0
2017-03-01,HOME APPLIANCES,102.0
2017-03-01,HOME CARE,24124.0
2017-03-01,LADIESWEAR,979.0
2017-03-01,LAWN AND GARDEN,902.0
2017-03-01,LINGERIE,513.0
2017-03-01,"LIQUOR,WINE,BEER",10081.0
2017-03-01,MAGAZINES,680.0
2017-03-01,MEATS,31071.4408
2017-03-01,PERSONAL CARE,19636.0
2017-03-01,PET SUPPLIES,1247.0
2017-03-01,PLAYERS AND ELECTRONICS,1115.0
2017-03-01,POULTRY,41293.1231
2017-03-01,PREPARED FOODS,15239.74197
2017-03-01,PRODUCE,318103.4868
2017-03-01,SCHOOL AND OFFICE SUPPLIES,402.0
2017-03-01,SEAFOOD,4079.129002
2017-04-01,AUTOMOTIVE,467.0
2017-04-01,BEAUTY,473.0
2017-04-01,BEVERAGES,321054.0
2017-04-01,BOOKS,31.0
2017-04-01,BREAD/BAKERY,52593.663
2017-04-01,CELEBRATION,974.0
2017-04-01,CLEANING,75423.0
2017-04-01,DAIRY,86374.0
2017-04-01,DELI,18202.122
2017-04-01,EGGS,19326.0
2017-04-01,FROZEN FOODS,12987.676
2017-04-01,GROCERY I,322580.0
2017-04-01,GROCERY II,2217.0
2017-04-01,HARDWARE,114.0
2017-04-01,HOME AND KITCHEN I,2633.0
2017-04-01,HOME AND KITCHEN II,3573.0
2017-04-01,HOME APPLIANCES,77.0
2017-04-01,HOME CARE,19524.0
2017-04-01,LADIESWEAR,813.0
2017-04-01,LAWN AND GARDEN,874.0
2017-04-01,LINGERIE,623.0
2017-04-01,"LIQUOR,WINE,BEER",9639.0
2017-04-01,MAGAZINES,806.0
2017-04-01,MEATS,27206.306
2017-04-01,PERSONAL CARE,18011.0
2017-04-01,PET SUPPLIES,1165.0
2017-04-01,PLAYERS AND ELECTRONICS,1020.0
2017-04-01,POULTRY,38035.54697
2017-04-01,PREPARED FOODS,11736.40802
2017-04-01,PRODUCE,285824.37679999997
2017-04-01,SCHOOL AND OFFICE SUPPLIES,409.0
2017-04-01,SEAFOOD,3239.9249959999997
2017-05-01,AUTOMOTIVE,539.0
2017-05-01,BEAUTY,601.0
2017-05-01,BEVERAGES,329793.0
2017-05-01,BOOKS,10.0
2017-05-01,BREAD/BAKERY,57589.208
2017-05-01,CELEBRATION,980.0
2017-05-01,CLEANING,80450.0
2017-05-01,DAIRY,88692.0
2017-05-01,DELI,18846.621
2017-05-01,EGGS,21064.0
2017-05-01,FROZEN FOODS,15105.829
2017-05-01,GROCERY I,332666.0
2017-05-01,GROCERY II,2597.0
2017-05-01,HARDWARE,148.0
2017-05-01,HOME AND KITCHEN I,3323.0
2017-05-01,HOME AND KITCHEN II,4687.0
2017-05-01,HOME APPLIANCES,86.0
2017-05-01,HOME CARE,21160.0
2017-05-01,LADIESWEAR,1042.0
2017-05-01,LAWN AND GARDEN,939.0
2017-05-01,LINGERIE,652.0
2017-05-01,"LIQUOR,WINE,BEER",10338.0
2017-05-01,MAGAZINES,776.0
2017-05-01,MEATS,30190.638899999998
2017-05-01,PERSONAL CARE,17669.0
2017-05-01,PET SUPPLIES,1276.0
2017-05-01,PLAYERS AND ELECTRONICS,1193.0
2017-05-01,POULTRY,41328.92192
2017-05-01,PREPARED FOODS,10600.21306
2017-05-01,PRODUCE,317629.861
2017-05-01,SCHOOL AND OFFICE SUPPLIES,330.0
2017-05-01,SEAFOOD,3786.472993
2017-06-01,AUTOMOTIVE,620.0
2017-06-01,BEAUTY,451.0
2017-06-01,BEVERAGES,323891.0
2017-06-01,BOOKS,1.0
2017-06-01,BREAD/BAKERY,54115.118
2017-06-01,CELEBRATION,1067.0
2017-06-01,CLEANING,79964.0
2017-06-01,DAIRY,84991.0
2017-06-01,DELI,18006.836
2017-06-01,EGGS,21876.0
2017-06-01,FROZEN FOODS,14569.60902
2017-06-01,GROCERY I,320023.0
2017-06-01,GROCERY II,3065.0
2017-06-01,HARDWARE,141.0
2017-06-01,HOME AND KITCHEN I,4441.0
2017-06-01,HOME AND KITCHEN II,3262.0
2017-06-01,HOME APPLIANCES,65.0
2017-06-01,HOME CARE,19720.0
2017-06-01,LADIESWEAR,1033.0
2017-06-01,LAWN AND GARDEN,825.0
2017-06-01,LINGERIE,391.0
2017-06-01,"LIQUOR,WINE,BEER",11320.0
2017-06-01,MAGAZINES,740.0
2017-06-01,MEATS,30675.18309
2017-06-01,PERSONAL CARE,19290.0
2017-06-01,PET SUPPLIES,1462.0
2017-06-01,PLAYERS AND ELECTRONICS,1186.0
2017-06-01,POULTRY,40104.844059999996
2017-06-01,PREPARED FOODS,9987.881
2017-06-01,PRODUCE,301041.499
2017-06-01,SCHOOL AND OFFICE SUPPLIES,263.0
2017-06-01,SEAFOOD,2749.366987
2017-07-01,AUTOMOTIVE,533.0
2017-07-01,BEAUTY,565.0
2017-07-01,BEVERAGES,350407.0
2017-07-01,BOOKS,3.0
2017-07-01,BREAD/BAKERY,54488.82
2017-07-01,CELEBRATION,1004.0
2017-07-01,CLEANING,91209.0
2017-07-01,DAIRY,84604.0
2017-07-01,DELI,19908.08
2017-07-01,EGGS,20985.0
2017-07-01,FROZEN FOODS,15220.56204
2017-07-01,GROCERY I,339232.0
2017-07-01,GROCERY II,3135.0
2017-07-01,HARDWARE,163.0
2017-07-01,HOME AND KITCHEN I,3845.0
2017-07-01,HOME AND KITCHEN II,3738.0
2017-07-01,HOME APPLIANCES,28.0
2017-07-01,HOME CARE,28117.0
2017-07-01,LADIESWEAR,1019.0
2017-07-01,LAWN AND GARDEN,809.0
2017-07-01,LINGERIE,388.0
2017-07-01,"LIQUOR,WINE,BEER",11212.0
2017-07-01,MAGAZINES,800.0
2017-07-01,MEATS,30985.76897
2017-07-01,PERSONAL CARE,20596.0
2017-07-01,PET SUPPLIES,1418.0
2017-07-01,PLAYERS AND ELECTRONICS,1219.0
2017-07-01,POULTRY,41062.286
2017-07-01,PREPARED FOODS,9946.57896
2017-07-01,PRODUCE,313610.901
2017-07-01,SCHOOL AND OFFICE SUPPLIES,280.0
2017-07-01,SEAFOOD,3182.557996
2017-08-01,AUTOMOTIVE,248.0
2017-08-01,BEAUTY,244.0
2017-08-01,BEVERAGES,136453.0
2017-08-01,BREAD/BAKERY,23964.097
2017-08-01,CELEBRATION,364.0
2017-08-01,CLEANING,35015.0
2017-08-01,DAIRY,36351.0
2017-08-01,DELI,7997.67398
2017-08-01,EGGS,9211.0
2017-08-01,FROZEN FOODS,6518.913
2017-08-01,GROCERY I,143052.0
2017-08-01,GROCERY II,1376.0
2017-08-01,HARDWARE,68.0
2017-08-01,HOME AND KITCHEN I,1708.0
2017-08-01,HOME AND KITCHEN II,1818.0
2017-08-01,HOME APPLIANCES,2.0
2017-08-01,HOME CARE,9397.0
2017-08-01,LADIESWEAR,453.0
2017-08-01,LAWN AND GARDEN,451.0
2017-08-01,LINGERIE,764.0
2017-08-01,"LIQUOR,WINE,BEER",4859.0
2017-08-01,MAGAZINES,442.0
2017-08-01,MEATS,13863.634
2017-08-01,PERSONAL CARE,8814.0
2017-08-01,PET SUPPLIES,605.0
2017-08-01,PLAYERS AND ELECTRONICS,586.0
2017-08-01,POULTRY,17900.749
2017-08-01,PREPARED FOODS,4528.006
2017-08-01,PRODUCE,139693.164
2017-08-01,SCHOOL AND OFFICE SUPPLIES,6213.0
2017-08-01,SEAFOOD,1416.109004
